archetype_key,zh,pinyin,category,en,es,ja,ko,th,vi,basis,status
liuyao:liuqin:fu_mu,父母,,__补充未入lexicon__,Parents,Padres,父母,부모,ฟู่หมู่,Phụ Mẫu,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:niu,牛,,__补充未入lexicon__,Ox,Buey,牛,소,ฉลู,Trâu,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:gou,狗,,__补充未入lexicon__,Dog,Perro,犬,개,จอ,Chó,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:zhu,猪,,__补充未入lexicon__,Pig,Cerdo,豬,돼지,กุน,Lợn,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:hou,猴,,__补充未入lexicon__,Monkey,Mono,猿,원숭이,วอก,Khỉ,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:shensha:lu_shen,禄神,,__补充未入lexicon__,Prosperity Star,Estrella de la prosperidad,祿神,녹신,ลู่เหริน,Lộc Thần,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:yang,羊,,__补充未入lexicon__,Goat,Cabra,羊,양,มะแม,Dê,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:hu,虎,,__补充未入lexicon__,Tiger,Tigre,虎,호랑이,ขาล,Hổ,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:she,蛇,,__补充未入lexicon__,Snake,Serpiente,蛇,뱀,มะเส็ง,Rắn,同 tier1 依据；缺 pinyin 待补,tier1_supplement
common:yinyang:yang,阳,,__补充未入lexicon__,Yang,Yang,陽,양,หยาง,Dương,同 tier1 依据；缺 pinyin 待补,tier1_supplement
common:yinyang:yin,阴,,__补充未入lexicon__,Yin,Yin,陰,음,หยิน,Âm,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:ma,马,,__补充未入lexicon__,Horse,Caballo,馬,말,มะเมีย,Ngựa,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:ji,鸡,,__补充未入lexicon__,Rooster,Gallo,鶏,닭,ระกา,Gà,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:shu,鼠,,__补充未入lexicon__,Rat,Rata,鼠,쥐,ชวด,Chuột,同 tier1 依据；缺 pinyin 待补,tier1_supplement
bazi:zodiac:long,龙,,__补充未入lexicon__,Dragon,Dragón,龍,용,มะโรง,Rồng,同 tier1 依据；缺 pinyin 待补,tier1_supplement
